Info Ringkas Bawang Putih Februari 2013;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/download/file/99-info-ringkas-bwg-putih-feb-2013
Info Ringkas Mangga Februari 2013;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/download/file/100-info-ringkas-mangga-feb-2013
Info Ringkas Jahe Februari 2013;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/download/file/101-info-ringkas-jahe-feb-2013
Analisis Perkembangan Harga Komoditas Pertanian September 2014;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/download/file/102-buletin-harga-sep-2014
Buletin Indikator Makro September 2014;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/cache/plg_marm/intro/09cvr-makro-sep-2014-art-240-com_content-qual-80-resized-200x250.jpg;http://epublikasi.setjen.pertanian.go.id/download/file/103-buletin-indikator-makro-sep2014
Buletin PDB Sektor Pertanian Vol. 13; No. 3; September 2014;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/cache/plg_marm/intro/09cvr-pdb-sep-2014-art-241-com_content-qual-80-resized-200x250.jpg;http://epublikasi.setjen.pertanian.go.id/download/file/105-pdb-sep-2014
Ekspor Impor Volume VI No. 3 Tahun 2014;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/download/file/104-buletin-eksim-tw3-2014
Analisis Harga Internasional Komoditas Pertanian Volume 11 No. 3 Tahun 2014;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/cache/plg_marm/intro/cvr-hrg-int-tw3-2014-art-243-com_content-qual-80-resized-200x250.jpg;http://epublikasi.setjen.pertanian.go.id/download/file/106-buletin-harga-internasional-tw3-2014
Outlook Komoditas Tembakau 2014;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/download/file/107-outlook-tembakau-2014
Outlook Komoditas Kelapa 2014;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/download/file/108-outlook-kelapa-2014
Outlook Komoditas Cengkeh 2014;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/download/file/109-outlook-cengkeh-2014
Outlook Komoditas Kakao 2014;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/download/file/110-outlook-kakao-2014
Outlook Komoditas Kelapa Sawit 2014;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/download/file/111-outlook-kelapasawit-2014
Outlook Komoditas Tebu 2014;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/download/file/112-outlook-tebu-2014
Outlook Komoditas Teh 2013;PUSDATIN Sekretariat Jenderal Kementerian Pertanian;NULL;NULL;NULL;pdf;NULL;NULL;NULL;NULL;http://epublikasi.setjen.pertanian.go.id/download/file/113-outlook-teh-2013
