"Itik serati";"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Itik Serati.pdf"
"Budidaya Ayam Buras";"Balai Pengkajian Teknologi Pertanian Riau";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Ayam Buras.pdf"
"Budidaya Aren";"Direktorat Jendral Perkebunan";;"Direktorat Jenderal Perkebunan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Aren.pdf"
"Itik PMp bibit itik pedaging unggulan lokal ";"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Itik PMP.pdf"
"Budidaya Bawang Daun Tunggal";"Direktorat Budidaya Tanaman Sayuran dan Biofarmaka";;"Direktorat Jenderal Hortikultura";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Bawang Daun Tunggal_SOP.pdf"
"Ayam KUB";"Balai Penelitian Ternak";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Ayam KUB.pdf"
"Bantuan Alat Mesin Pertanian";"Sekretarian Direktorat Jendral Prasana dan Sarana Pertanian";;"Sekretariat Direktorat Jenderal";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Bantuan Alat Mesin Pertanian.pdf"
"itik master bibit niaga petelur unggul";"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Itik Master.pdf"
Belimbing;"Direktorat Pengembangan Usaha dan Investasi";;"Direktorat Pengembangan Usaha Dan Investasi";2014;pdf;;;;;http://ppid.pertanian.go.id/doc/1/Belimbing.pdf
"Itik master bibit niaga petelur unggul";"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/itik master (2).pdf"
"Bahaya Cemaran Kimia dalam Buah dan Sayur Impor";"Balai Karantina Pertanian";;"Badan Karantina Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Bahaya Cemaran Kimia dalam Buah dan Sayur Impor.pdf"
"Budidaya Kubis";"Direktorat Jenderal Hortikular";;"Direktorat Jenderal Hortikultura";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Kubis_SOP.pdf"
"Budidaya Pala";"Direktorat Jenderal Perkebunan";;"Direktorat Jenderal Perkebunan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Pala.pdf"
"cultivation of jatropha curcas L";"Agency for Agricultura Research and Development";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Jatropha curcas.pdf"
"Budidaya Mawar Potong";"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Mawar Potong.pdf"
"Budidaya Krisan Bunga Potong";"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Krisan Bunga Potong.pdf"
"Budidaya Kenaf di Plosok Kalimantan Timur";"Badan Penelitian Perkmbangan dan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/budidaya kenaf di lahan podsolik kaltim.pdf"
"Budidaya Kemiri";"Direktorak Jenderal Perkebunan";;"Direktorat Jenderal Perkebunan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Kemiri.pdf"
"Budidaya Jagung";"Direktorat Jendral Tanaman Pangan";;"Direktorat Jenderal Tanaman Pangan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/budidaya jagung.pdf"
"Budidaya Jarak Pagar";"Direktorat Jendral Perkebunan";;"Direktorat Jenderal Perkebunan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Jarak Pagar.pdf"
"Budidaya Umbi Umbian lain";"Direktorat Jendral Tanaman Pangan";;"Direktorat Jenderal Tanaman Pangan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/budidaya umbi-umbian lain.pdf"
"Budidaya Lili";"Balai Penelitian Tanaman Hias";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Lili.pdf"
"Budidaya Kedelai";"Direktorat Jenderal Tanaman Pangan";;"Direktorat Jenderal Tanaman Pangan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/budidaya kedelai.pdf"
"Jambu air prima 3";"Badan Ketahanan Pangan";;"Badan Ketahanan Pangan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/jambu air demak.pdf"
"tata cara permohonan izin pemasukan dan pengeluaran benih dan sumber gaya genetik tanaman ";"Pusat Perlindungan Varietas dan Perizinan Pertanian";;"Pusat Perlindungan Varietas Tanaman Dan Perizinan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/izin masuk keluar benih SDG tanaman.pdf"
"Budidaya Sorgum";"Direktorat Jenderal Tanaman Pasangan";;"Direktorat Jenderal Tanaman Pangan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/budidaya sorgum.pdf"
"jeruk besar pangkep ";"Badan Ketahanan Pangan";;"Badan Ketahanan Pangan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/jeruk besar pangkep.pdf"
"pengolahan buah semu jambu mete jadi sari buah";"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Jambu Mete Saribuah.pdf"
"Budidaya Pinang";"Direktorat Jenderal Perkebunan";;"Direktorat Jenderal Perkebunan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Pinang.pdf"
"Budidaya Nilam";"Direktorat Jendral Perkebunan";;"Direktorat Jenderal Perkebunan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Nilam.pdf"
"Budidaya Padi Teknologi Salibu";"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/budidaya padi teknologi salibu.pdf"
"Budidaya Mentha";"Direktorat Jenderal Perkebunan";;"Direktorat Jenderal Perkebunan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/budidaya mentha.pdf"
"Budidaya Tanaman Sawi";"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Tanaman Sawi.pdf"
"KBR kebun bibit rakyat ";"Kementrian kehutanan";;"Direktorat Pengelolaan Air Irigasi";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Kebun Bibit Kayu Hutan.pdf"
"Budidaya Sedap Malam";"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Sedap Malam.pdf"
"Budidaya Vanili";"Direktorat Jenderal Perkebunan";;"Direktorat Jenderal Perkebunan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Vanili.pdf"
"rehabilitasi jaring an irigasi tingkat usaha tani /jaringan irigasi desa";"Direktorat Jenderal Prasarana dan Sarana Pertanian";;"Direktorat Jenderal Prasarana Dan Sarana Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/JITUT JIDES.pdf"
"Cabe Merah Kriting";"Badan Ketahanan Pangan";;"Badan Ketahanan Pangan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/cabe merah keriting.pdf"
"Budidaya Kina";"Direktorat Jenderal Perkebunan";;"Direktorat Jenderal Perkebunan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Kina.pdf"
"kambing peranaka etawa";"Balai penelitian ternak";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Kambing Peranakan Etawah.pdf"
"Budidaya Bawang Merah Di Luar Musim";"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/budidaya bawang merah di luar musim.pdf"
"anda termasuk insan yang peduli terhadap kelestarian sumber daya alam  hayati dan hewani";"Karantina pertanian benteng perlindungan sumber daya alam hayati dan hewani";;"Pusat Karantina Hewan Dan Keamanan Hayati Hewani";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Karantina Pertanian.pdf"
"Budidaya Gambir";"Direktorat Jendral Perkebunan";;"Direktorat Jenderal Perkebunan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Gambir.pdf"
"Budidaya Gladiol";"Badan Penelitian dan Perkembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Budidaya Gladiol.pdf"
"petunjuk gejala kekurangan hara tanaman jagung";"Badan penelitian dan pengembangan pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/kekurangan hara tanaman jagung.pdf"
"Kemiri Sunan";"KEmentrian pertanian badan penelitian dan pengembangan pertanian ";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/kemiri sunan.pdf"
"Lembaga Keuangan Mikro Agribisnis (LKM-A)";"Balai pengkajian teknologi pertanian";;"Balai Besar Pengkajian Dan Pengembangan Teknologi Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Lembaga Keuangan Mikro Agribisnis (LKM-A).pdf"
"kelengkeng prima 3";"Badan ketahanan pangan";;"Badan Ketahanan Pangan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/kelengkeng kendal.pdf"
"Lindungi Kualitas Ekspor si Emas Hijau";"Badan karantina pertanian kementrian pertani ";;"Badan Karantina Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Lindungi Kualitas Ekspor si Emas Hijau Vanili.pdf"
kelinci;"Badan penelitian ternak";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;http://ppid.pertanian.go.id/doc/1/Kelinci.pdf
"KBR kebun bibit rakyat";"Kementrian kehutanan";;"Direktorat Pengelolaan Air Irigasi";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Kebun Bibit Rakyat.pdf"
Delima;"Direktorat Pengembangan Usaha dan Investasi";;"Direktorat Pengembangan Usaha Dan Investasi";2014;pdf;;;;;http://ppid.pertanian.go.id/doc/1/Delima.pdf
"Comin Block 2";"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/commin block.pdf"
"Kontribusi Pertanian Terhadap Perekonomian Nasional";"Biro hukum dan informasi publik";;"Biro Hubungan Masyarakat dan Informasi Publik";2014;pdf;;;;;http://ppid.pertanian.go.id/doc/1/Kontribusi.pdf
Cocodiesel;"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;http://ppid.pertanian.go.id/doc/1/cocodiesel.pdf
"Cuka Kayu";"Badan Penelitian dan Pengembangan Kehutanan";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Cuka Kayu.pdf"
"KBR kebun bibit rakyat ";"Kementrian kehutanan";;"Direktorat Pengelolaan Air Irigasi";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/kebun bibit rakyat_KBR.pdf"
"Laboratorium Pakan Ternak";"Unit pembibitan ternak dan pakan ternak";;"Direktorat Pakan Ternak";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Laboratorium Pakan Ternak.pdf"
"Lembaga Sertifikasi Produk Pakan Ternak";"Direktorat pakan ternak";;"Direktorat Jenderal Peternakan Dan Kesehatan Hewan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/lembaga sertifiksi produk pakan ternak.pdf"
"Dendeng Sayat Daging Sapi";"Balai Besar Pengkajian Teknologi Pertanian";;"Balai Besar Pengkajian Dan Pengembangan Teknologi Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Dendeng Sayat Daging Sapi.pdf"
"Kompos Untung Mengembalikan Kesuburan Tanah";"Direktorat pertanian prasarana dan sarana pertanian";;"Direktorat Jenderal Prasarana Dan Sarana Pertanian";2014;pdf;;;;;http://ppid.pertanian.go.id/doc/1/kompos.pdf
"LC31 Varietas Kapuk Hibrida Unggul Baru";"Balai penelitian pengembangan pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/LC31 Varietas Kapuk Hibrida.pdf"
"Laboratorium Pakan Ternak";"Dinas pertenakan dan kesehatan hewan";;"Direktorat Pakan Ternak";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Lab Pakan Ternak.pdf"
"Pelayanan Publik";"Balai besar inseminasi Buatan singosari";;"Biro Hubungan Masyarakat dan Informasi Publik";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Layanan Publik BIB Singosari.pdf"
"e-Form Hortikultura";"Pusat Data dan Sistem Informasi Pertanian";;"Pusat Data Dan Sistem Informasi Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/e-form hortikultura.pdf"
"Pengembangan Kawasan Rumah Pangan Lestari";"Badan litbang pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;http://ppid.pertanian.go.id/doc/1/KRPL.pdf
"Dendeng Jantung Pisan";"Badan Penelitian dan Pengamatan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/dendeng jantung pisang.pdf"
"Leguminosa Herba";"Balai penelitian ternak";;"Balai Besar Penelitian Bioteknologi Dan Sumberdaya Genetik";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Leguminosa Herba.pdf"
"Cara Tanam Padi Jajar Legowo";"Balai Pengkajian Teknologi Tanaman";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Cara Tanam Padi Jajar Legowo.pdf"
"Closvak Multi Anti Penyakit Enterotoksima";"Badan Penelitian dan Pengembanyak Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/closvak multi anti penyakit enterotoksima.pdf"
"Comin Block";"Badan Penelitian dan Pengembangan Pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Comin Block.pdf"
Mangga;"Direktorat Pengembangan Usaha dan Investasi";;"Direktorat Jenderal Pengolahan Dan Pemasaran Hasil Pertanian";2014;pdf;;;;;http://ppid.pertanian.go.id/doc/1/Mangga.pdf
"Makadamia Unggul Harapan";"Balai penelitian tanaman rempah dan aneka tanaman idustri";;"Balai Besar Penelitian Dan Pengembangan Pasca Panen Pertanian";2014;pdf;;;;;http://ppid.pertanian.go.id/doc/1/Macadamia.pdf
"Mangga Arum Manis";"Badan Ketahanan Pangan Prov Jateng";;"Badan Ketahanan Pangan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/mangga arum manis pemalang.pdf"
"Mangga Harum Manis";"Badan Ketahanan Pangan Prov Sulsel";;"Badan Ketahanan Pangan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/mangga harum manis.pdf"
"Cara Pengambilan Contoh Pupuk Organik";"Balai Besar Pengkajian Teknologi Pertanian";;"Balai Besar Pengkajian Dan Pengembangan Teknologi Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Cara Pengambilan Contoh Pupuk Organik.pdf"
"sukseskan OBIT";"Kementrian kehutanan direktotar jenderal bina pengelolaan das dan kehutanan sosial";;"Direktorat Perluasan Dan Pengelolaan Lahan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/One Billion Trees.pdf"
"Mesin pengolahan pure/juice dan sari buah ";"Badan pertanian dan pengembangan pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Mesin Pengolah Pure Juice dan Sari Buah.pdf"
"menanam cabe merah ";"Balai pengkajian  teknilogi pertanian riau";;"Balai Besar Pengkajian Dan Pengembangan Teknologi Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Menanam Cabe Merah.pdf"
"Labu kuning";"Badan ketahanan pangan kabupaten sidoarjo";;"Badan Ketahanan Pangan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Olahan Pangan Labu Kuning.pdf"
"Mesin pemanen padi";"balai besar pengembangan mekanisme pertanian indonesia";;"Balai Besar Pengembangan Mekanisasi Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Mesin Pemanen Padi_Paddy Mower.pdf"
"pemanfaatan cendawa mikoriza arbuskula untuk memacu pertumbuhan bibit manggis";"Pusat penelitian dan pengembangan hortikultura";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Pemanfaatan Cendawan Mikoriza Arbuskula Bibit Manggis.pdf"
"OPTK organisasi pengangu tanaman karantina";"Balai karantina pertanian kelas1 pekanbaru";;"Badan Karantina Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Organisme Pengganggu Tanaman Karantina Tanaman Kelapa Sawit.pdf"
"Musnahkan rabies";"Kementrian pertanian";;"Pusat Karantina Hewan Dan Keamanan Hayati Hewani";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Musnahkan Rabies.pdf"
"manggis primadona ekspor buah indonesia";"perlindungan dan akselerasi ekspor komoditas pertanian";;"Badan Karantina Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Manggis Primadona Ekspor Buah Indonesia.pdf"
"Menanam sayur di pekarangan";"departemen pertanian direktotar jenderal holtikutular";;"Direktorat Jenderal Hortikultura";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Menanam Sayur di Pekarangan.pdf"
"Peluang dan prospek budidaya kelinci eksotis";"Balai karantina pertanian kelas II yogyakarta";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Peluang dan Prospek Budidaya Kelinci Eksotis.pdf"
"Packing house (bangsal pasca panen)";"Kementrian pertanian direktorat jenderal holtikutular";;"Direktorat Jenderal Hortikultura";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/packing house_bangsal pascapanen.pdf"
"model pertanian perkotaan";"balai besar pengkajian dan pengembangan teknologi pertanian";;"Direktorat Perluasan Dan Pengelolaan Lahan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/model pertanian perkotaan.pdf"
"Optimalisasi pembanyakan benih pisang secara konvesional";"balai penelitian tanaman buah tropika";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/optimalisasi perbanyakan benih pisang.pdf"
"quarantine inspection";"Balai karantina pertanian kelas II yogyakarta";;"Badan Karantina Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Pelayanan Karantina Pertanian.pdf"
"Pilihlah pangan aman,beragam,bergizi dan berimbang sesuai spesifik daerah";"Badan ketahanan kabupaten sidoarjo";;"Badan Ketahanan Pangan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Pilihlah pangan aman,beragam,bergizi dan berimbang sesuai spesifik daerah"
"Nimba (azadirachta indica)";"Badan penelitian dan pengembangan pertanian ";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Nimba Sebagai Pestisida Nabati.pdf"
"Menanam padi sawah di lahan pasang surut";"Balai pengkajian  teknilogi pertanian riau";;"Balai Pengkajian Mutu Alat Mesin Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Menanam Padi Sawah di Lahan Pasang Surut.pdf"
"Pakan murah berkualitas";"Balai peneliti ternak";;"Balai Besar Penelitian Bioteknologi Dan Sumberdaya Genetik";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Pakan Murah Berkualitas.pdf"
"Pemanfaatan limbah kulit buah kakao untuk pakan ternak";"Badan penelitian dan pengembangan pertanian";;"Badan Penelitian Dan Pengembangan Pertanian";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Pemanfaatan Limbah Kakao.pdf"
"Produk minyak goreng sehat dan brown sugar";"Dinas perkebunan provinsi kalimantan barat";;"Direktorat Jenderal Perkebunan";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Minyak Kelapa_Brown Sugar.pdf"
"LAKIP 2014_040215.pdf";;;"Balai Besar Inseminasi Buatan Singosari";2015;pdf;;;;;"http://bbibsingosari.ppid.go.id/doc/58/Lakip/LAKIP 2014_040215.pdf"
"Laporan Tahunan PPID Utama Kementan 2014";"Biro Hukum d Inforrmasi Publik";;"Biro Hubungan Masyarakat dan Informasi Publik";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Laporan Tahunan PPID/Laporan Tahunan PPID Utama Kementan 2014.pdf"
Laporan_Tahunan_PPID_Utama_Kementan_Revisi;;;"Biro Hubungan Masyarakat dan Informasi Publik";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Laporan Tahunan PPID/Laporan_Tahunan_PPID_Utama_Kementan_Revisi.pdf"
"Laporan Tahunan PPID Utama Kementan 2013.pdf";"Biro Hukum dan Informasi Publik";;"Biro Hubungan Masyarakat dan Informasi Publik";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Laporan Tahunan PPID/Laporan Tahunan PPID Utama Kementan 2013.pdf"
"Laporan Tahunan PPID Utama Kementan 2014.pdf";"Biro Hukum dan Informasi Publik";;"Biro Hubungan Masyarakat dan Informasi Publik";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Laporan Tahunan PPID/Laporan Tahunan PPID Utama Kementan 2014.pdf"
"Permentan Nomor 03-2015 Pedoman Upaya Khusu (UPSUSU) Pajale";"Sekretariat Jenderal";;"Sekretariat Jenderal";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Peraturan Menteri/Permentan Nomor 03-2015 Pedoman Upaya Khusu (UPSUSU) Pajale.pdf"
"SURAT KEPUTUSAN DAFTAR IP YG DIKUASAI KEMENTAN Thn 2012";;;"Biro Hubungan Masyarakat dan Informasi Publik";2013;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Informasi Publik yang Dikuasai Thn 2012/SURAT KEPUTUSAN DAFTAR IP YG DIKUASAI KEMENTAN_2012.pdf"
"SURAT KEPUTUSAN DAFTAR IP YG DIKUASAI KEMENTAN Thn 2013";;;"Biro Hubungan Masyarakat dan Informasi Publik";2014;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Informasi Publik yang Dikuasai Thn 2013/Daftar Informasi Publik yang Dikuasai Thn 2013.pdf"
"Form 1A_Permohonan_IP_Perorangan";;;"Biro Hubungan Masyarakat dan Informasi Publik";2013;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Form PPID/F-1A-Permohonan_IP_Perorangan.pdf"
"SURAT KEPUTUSAN KEPALA BIRO HUKUM DAN INFORMASI PUBLIK Thn 2011";;;"Biro Hubungan Masyarakat dan Informasi Publik";2013;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Informasi Publik yang Dikuasai Thn 2011/SURAT KEPUTUSAN KEPALA BIRO HUKUM DAN INFORMASI PUBLIK_2011.pdf"
"KEMENPU_Implementasi KIP.pdf";;;"Biro Hubungan Masyarakat dan Informasi Publik";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/BIMTEK CICO/KEMENPU_Implementasi KIP.pdf"
"KemenKeu_Materi PPID Lumire_rev.pdf";;;"Biro Hubungan Masyarakat dan Informasi Publik";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/BIMTEK CICO/KemenKeu_Materi PPID Lumire_rev.pdf"
"P Karo_Peran Strategis PPID dan Jabfung.pdf";;;"Biro Hubungan Masyarakat dan Informasi Publik";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/BIMTEK CICO/P Karo_Peran Strategis PPID dan Jabfung.pdf"
"Kabag PIP_Silayan On Line.pdf";;;"Biro Hubungan Masyarakat dan Informasi Publik";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/BIMTEK CICO/Kabag PIP_Silayan On Line.pdf"
"Tim Pengembang_SIP Kementan.pdf";;;"Biro Hubungan Masyarakat dan Informasi Publik";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/BIMTEK CICO/Tim Pengembang_SIP Kementan.pdf"
"Panduan Petugas Silayan.pdf";;;"Biro Hubungan Masyarakat dan Informasi Publik";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/BIMTEK SempurPark/Panduan Petugas Silayan.pdf"
"Pemeringkatan KIP Nasional 2014.pdf";;;"Biro Hubungan Masyarakat dan Informasi Publik";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/BIMTEK SempurPark/Pemeringkatan KIP Nasional 2014.pdf"
"Penilaian KIP UKUPT Kementan_Kabag PIP.pdf";;;"Biro Hubungan Masyarakat dan Informasi Publik";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/BIMTEK SempurPark/Penilaian KIP UKUPT Kementan_Kabag PIP.pdf"
"Best Practise Layanan IP_KEMENPERIN_rev-2.pdf";;;"Biro Hubungan Masyarakat dan Informasi Publik";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/BIMTEK SempurPark/Best Practise Layanan IP_KEMENPERIN_rev-2.pdf"
"Kebijakan dan Implementasi KIP_ Karo BHIP.pdf";;;"Biro Hubungan Masyarakat dan Informasi Publik";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/BIMTEK SempurPark/Kebijakan dan Implementasi KIP_ Karo BHIP.pdf"
"Kep. Sekretariat Jenderal Penunjukan PPID Pembantu Pelaksana.pdf";;;"Sekretariat Jenderal";2015;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Keputusan Menteri/Kep. Sekretariat Jenderal Penunjukan PPID Pembantu Pelaksana.pdf"
"Lampiran 1. Peraturan Komisi Informasi Nomor 2 Thn 2010";;;"Biro Hubungan Masyarakat dan Informasi Publik";2013;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Peraturan Menteri/Lampiran 1. Peraturan Komisi Informasi Nomor 2 Thn 2010.pdf"
"Lampiran 1. Peraturan Komosi Informasi Nomor 1 Thn 2010";;;"Biro Hubungan Masyarakat dan Informasi Publik";2013;pdf;;;;;"http://ppid.pertanian.go.id/doc/1/Peraturan Menteri/Lampiran 1. Peraturan Komosi Informasi Nomor 1 Thn 2010.pdf"
